id	jurisdiction	variant	percent	origin_samples	collection_date	month	day	year
432	il	AY.127	3.0478	a45	11/29/2025	11	29	2025
433	il	AY.26	5.5557	a45	11/29/2025	11	29	2025
434	il	AY.33	3.0478	a45	11/29/2025	11	29	2025
435	il	AY.38	5.5557	a45	11/29/2025	11	29	2025
436	il	AY.4	3.0478	a45	11/29/2025	11	29	2025
437	il	AY.4.3	3.0478	a45	11/29/2025	11	29	2025
438	il	AY.44	3.0478	a45	11/29/2025	11	29	2025
439	il	AY.45	3.0478	a45	11/29/2025	11	29	2025
440	il	AY.58	5.5557	a45	11/29/2025	11	29	2025
441	il	AY.59	5.5557	a45	11/29/2025	11	29	2025
442	il	AY.61	5.5557	a45	11/29/2025	11	29	2025
443	il	AY.67	5.5557	a45	11/29/2025	11	29	2025
444	il	AY.71	5.5557	a45	11/29/2025	11	29	2025
445	il	AY.75	5.5557	a45	11/29/2025	11	29	2025
446	il	AY.75.2	5.5557	a45	11/29/2025	11	29	2025
447	il	AY.77	3.0478	a45	11/29/2025	11	29	2025
448	il	AY.80	3.0478	a45	11/29/2025	11	29	2025
449	il	AY.98	3.0478	a45	11/29/2025	11	29	2025
450	il	B.1.617.2	10.3773	a45	11/29/2025	11	29	2025
451	il	AY.111	3.0478	a72	12/6/2025	12	6	2025
452	il	AY.119	3.0478	a72	12/6/2025	12	6	2025
453	il	AY.119.2	3.0478	a72	12/6/2025	12	6	2025
454	il	AY.124	3.0478	a72	12/6/2025	12	6	2025
455	il	AY.127	3.0478	a72	12/6/2025	12	6	2025
456	il	AY.26	5.5557	a72	12/6/2025	12	6	2025
457	il	AY.33	3.0478	a72	12/6/2025	12	6	2025
458	il	AY.38	5.5557	a72	12/6/2025	12	6	2025
459	il	AY.4	3.0478	a72	12/6/2025	12	6	2025
460	il	AY.4.3	3.0478	a72	12/6/2025	12	6	2025
461	il	AY.44	3.0478	a72	12/6/2025	12	6	2025
462	il	AY.45	3.0478	a72	12/6/2025	12	6	2025
463	il	AY.58	5.5557	a72	12/6/2025	12	6	2025
464	il	AY.59	5.5557	a72	12/6/2025	12	6	2025
465	il	AY.61	5.5557	a72	12/6/2025	12	6	2025
466	il	AY.67	5.5557	a72	12/6/2025	12	6	2025
467	il	AY.71	5.5557	a72	12/6/2025	12	6	2025
468	il	AY.75	5.5557	a72	12/6/2025	12	6	2025
469	il	AY.75.2	5.5557	a72	12/6/2025	12	6	2025
470	il	AY.77	3.0478	a72	12/6/2025	12	6	2025
471	il	AY.80	3.0478	a72	12/6/2025	12	6	2025
472	il	AY.98	3.0478	a72	12/6/2025	12	6	2025
473	il	B.1.617.2	10.3773	a72	12/6/2025	12	6	2025
474	ks	AY.111	3.0478	a15	11/22/2025	11	22	2025
475	ks	AY.119	3.0478	a15	11/22/2025	11	22	2025
476	ks	AY.119.2	3.0478	a15	11/22/2025	11	22	2025
477	ks	AY.124	3.0478	a15	11/22/2025	11	22	2025
478	ks	AY.127	3.0478	a15	11/22/2025	11	22	2025
479	ks	AY.26	5.5557	a15	11/22/2025	11	22	2025
480	ks	AY.33	3.0478	a15	11/22/2025	11	22	2025
481	ks	AY.38	5.5557	a15	11/22/2025	11	22	2025
482	ks	AY.4	3.0478	a15	11/22/2025	11	22	2025
483	ks	AY.4.3	3.0478	a15	11/22/2025	11	22	2025
484	ks	AY.44	3.0478	a15	11/22/2025	11	22	2025
485	ks	AY.45	3.0478	a15	11/22/2025	11	22	2025
486	ks	AY.58	5.5557	a15	11/22/2025	11	22	2025
487	ks	AY.59	5.5557	a15	11/22/2025	11	22	2025
488	ks	AY.61	5.5557	a15	11/22/2025	11	22	2025
489	ks	AY.67	5.5557	a15	11/22/2025	11	22	2025
490	ks	AY.71	5.5557	a15	11/22/2025	11	22	2025
491	ks	AY.75	5.5557	a15	11/22/2025	11	22	2025
492	ks	AY.75.2	5.5557	a15	11/22/2025	11	22	2025
493	ks	AY.77	3.0478	a15	11/22/2025	11	22	2025
494	ks	AY.80	3.0478	a15	11/22/2025	11	22	2025
495	ks	AY.98	3.0478	a15	11/22/2025	11	22	2025
496	ks	B.1.617.2	10.3773	a15	11/22/2025	11	22	2025
497	ks	AY.111	3.0478	a46	11/29/2025	11	29	2025
498	ks	AY.119	3.0478	a46	11/29/2025	11	29	2025
499	ks	AY.119.2	3.0478	a46	11/29/2025	11	29	2025
500	ks	AY.124	3.0478	a46	11/29/2025	11	29	2025
501	ks	AY.127	3.0478	a46	11/29/2025	11	29	2025
502	ks	AY.26	5.5557	a46	11/29/2025	11	29	2025
503	ks	AY.33	3.0478	a46	11/29/2025	11	29	2025
504	ks	AY.38	5.5557	a46	11/29/2025	11	29	2025
505	ks	AY.4	3.0478	a46	11/29/2025	11	29	2025
506	ks	AY.4.3	3.0478	a46	11/29/2025	11	29	2025
507	ks	AY.44	3.0478	a46	11/29/2025	11	29	2025
508	ks	AY.45	3.0478	a46	11/29/2025	11	29	2025
509	ks	AY.58	5.5557	a46	11/29/2025	11	29	2025
510	ks	AY.59	5.5557	a46	11/29/2025	11	29	2025
511	ks	AY.61	5.5557	a46	11/29/2025	11	29	2025
512	ks	AY.67	5.5557	a46	11/29/2025	11	29	2025
513	ks	AY.71	5.5557	a46	11/29/2025	11	29	2025
514	ks	AY.75	5.5557	a46	11/29/2025	11	29	2025
515	ks	AY.75.2	5.5557	a46	11/29/2025	11	29	2025
516	ks	AY.77	3.0478	a46	11/29/2025	11	29	2025
517	ks	AY.80	3.0478	a46	11/29/2025	11	29	2025
518	ks	AY.98	3.0478	a46	11/29/2025	11	29	2025
519	ks	B.1.617.2	10.3773	a46	11/29/2025	11	29	2025
520	ma	AY.111	3.0478	a47	11/29/2025	11	29	2025
521	ma	AY.119	3.0478	a47	11/29/2025	11	29	2025
522	ma	AY.119.2	3.0478	a47	11/29/2025	11	29	2025
523	ma	AY.124	3.0478	a47	11/29/2025	11	29	2025
524	ma	AY.127	3.0478	a47	11/29/2025	11	29	2025
525	ma	AY.26	5.5557	a47	11/29/2025	11	29	2025
526	ma	AY.33	3.0478	a47	11/29/2025	11	29	2025
527	ma	AY.38	5.5557	a47	11/29/2025	11	29	2025
528	ma	AY.4	3.0478	a47	11/29/2025	11	29	2025
529	ma	AY.4.3	3.0478	a47	11/29/2025	11	29	2025
530	ma	AY.44	3.0478	a47	11/29/2025	11	29	2025
531	ma	AY.45	3.0478	a47	11/29/2025	11	29	2025
532	ma	AY.58	5.5557	a47	11/29/2025	11	29	2025
533	ma	AY.59	5.5557	a47	11/29/2025	11	29	2025
534	ma	AY.61	5.5557	a47	11/29/2025	11	29	2025
535	ma	AY.67	5.5557	a47	11/29/2025	11	29	2025
536	ma	AY.71	5.5557	a47	11/29/2025	11	29	2025
537	ma	AY.75	5.5557	a47	11/29/2025	11	29	2025
538	ma	AY.75.2	5.5557	a47	11/29/2025	11	29	2025
539	ma	AY.77	3.0478	a47	11/29/2025	11	29	2025
540	ma	AY.80	3.0478	a47	11/29/2025	11	29	2025
541	ma	AY.98	3.0478	a47	11/29/2025	11	29	2025
542	ma	B.1.617.2	10.3773	a47	11/29/2025	11	29	2025
543	md	AY.111	3.0478	a16	11/22/2025	11	22	2025
544	md	AY.119	3.0478	a16	11/22/2025	11	22	2025
545	md	AY.119.2	3.0478	a16	11/22/2025	11	22	2025
546	md	AY.124	3.0478	a16	11/22/2025	11	22	2025
547	md	AY.127	3.0478	a16	11/22/2025	11	22	2025
548	md	AY.26	5.5557	a16	11/22/2025	11	22	2025
549	md	AY.33	3.0478	a16	11/22/2025	11	22	2025
550	md	AY.38	5.5557	a16	11/22/2025	11	22	2025
551	md	AY.4	3.0478	a16	11/22/2025	11	22	2025
552	md	AY.4.3	3.0478	a16	11/22/2025	11	22	2025
553	md	AY.44	3.0478	a16	11/22/2025	11	22	2025
554	md	AY.45	3.0478	a16	11/22/2025	11	22	2025
555	md	AY.58	5.5557	a16	11/22/2025	11	22	2025
556	md	AY.59	5.5557	a16	11/22/2025	11	22	2025
557	md	AY.61	5.5557	a16	11/22/2025	11	22	2025
558	md	AY.67	5.5557	a16	11/22/2025	11	22	2025
559	md	AY.71	5.5557	a16	11/22/2025	11	22	2025
560	md	AY.75	5.5557	a16	11/22/2025	11	22	2025
561	md	AY.75.2	5.5557	a16	11/22/2025	11	22	2025
562	md	AY.77	3.0478	a16	11/22/2025	11	22	2025
563	md	AY.80	3.0478	a16	11/22/2025	11	22	2025
564	md	AY.98	3.0478	a16	11/22/2025	11	22	2025
565	md	B.1.617.2	10.3773	a16	11/22/2025	11	22	2025
566	md	AY.111	3.0478	a48	11/29/2025	11	29	2025
567	md	AY.119	3.0478	a48	11/29/2025	11	29	2025
568	md	AY.119.2	3.0478	a48	11/29/2025	11	29	2025
569	md	AY.124	3.0478	a48	11/29/2025	11	29	2025
570	md	AY.127	3.0478	a48	11/29/2025	11	29	2025
571	md	AY.26	5.5557	a48	11/29/2025	11	29	2025
572	md	AY.33	3.0478	a48	11/29/2025	11	29	2025
573	md	AY.38	5.5557	a48	11/29/2025	11	29	2025
574	md	AY.4	3.0478	a48	11/29/2025	11	29	2025
575	md	AY.4.3	3.0478	a48	11/29/2025	11	29	2025
576	md	AY.44	3.0478	a48	11/29/2025	11	29	2025
577	md	AY.45	3.0478	a48	11/29/2025	11	29	2025
578	md	AY.58	5.5557	a48	11/29/2025	11	29	2025
579	md	AY.59	5.5557	a48	11/29/2025	11	29	2025
580	md	AY.61	5.5557	a48	11/29/2025	11	29	2025
581	md	AY.67	5.5557	a48	11/29/2025	11	29	2025
582	md	AY.71	5.5557	a48	11/29/2025	11	29	2025
583	md	AY.75	5.5557	a48	11/29/2025	11	29	2025
584	md	AY.75.2	5.5557	a48	11/29/2025	11	29	2025
585	md	AY.77	3.0478	a48	11/29/2025	11	29	2025
586	md	AY.80	3.0478	a48	11/29/2025	11	29	2025
587	md	AY.98	3.0478	a48	11/29/2025	11	29	2025
588	md	B.1.617.2	10.3773	a48	11/29/2025	11	29	2025
589	md	AY.111	3.0478	a73	12/6/2025	12	6	2025
590	md	AY.119	3.0478	a73	12/6/2025	12	6	2025
591	md	AY.119.2	3.0478	a73	12/6/2025	12	6	2025
592	md	AY.124	3.0478	a73	12/6/2025	12	6	2025
593	md	AY.127	3.0478	a73	12/6/2025	12	6	2025
594	md	AY.26	5.5557	a73	12/6/2025	12	6	2025
595	md	AY.33	3.0478	a73	12/6/2025	12	6	2025
596	md	AY.38	5.5557	a73	12/6/2025	12	6	2025
597	md	AY.4	3.0478	a73	12/6/2025	12	6	2025
598	md	AY.4.3	3.0478	a73	12/6/2025	12	6	2025
599	md	AY.44	3.0478	a73	12/6/2025	12	6	2025
600	md	AY.45	3.0478	a73	12/6/2025	12	6	2025
601	md	AY.58	5.5557	a73	12/6/2025	12	6	2025
602	md	AY.59	5.5557	a73	12/6/2025	12	6	2025
603	md	AY.61	5.5557	a73	12/6/2025	12	6	2025
604	md	AY.67	5.5557	a73	12/6/2025	12	6	2025
605	md	AY.71	5.5557	a73	12/6/2025	12	6	2025
606	md	AY.75	5.5557	a73	12/6/2025	12	6	2025
607	md	AY.75.2	5.5557	a73	12/6/2025	12	6	2025
608	md	AY.77	3.0478	a73	12/6/2025	12	6	2025
609	md	AY.80	3.0478	a73	12/6/2025	12	6	2025
610	md	AY.98	3.0478	a73	12/6/2025	12	6	2025
611	md	B.1.617.2	10.3773	a73	12/6/2025	12	6	2025
612	me	AY.111	3.0478	a17	11/22/2025	11	22	2025
613	me	AY.119	3.0478	a17	11/22/2025	11	22	2025
614	me	AY.119.2	3.0478	a17	11/22/2025	11	22	2025
615	me	AY.124	3.0478	a17	11/22/2025	11	22	2025
616	me	AY.127	3.0478	a17	11/22/2025	11	22	2025
617	me	AY.26	5.5557	a17	11/22/2025	11	22	2025
618	me	AY.33	3.0478	a17	11/22/2025	11	22	2025
619	me	AY.38	5.5557	a17	11/22/2025	11	22	2025
620	me	AY.4	3.0478	a17	11/22/2025	11	22	2025
621	me	AY.4.3	3.0478	a17	11/22/2025	11	22	2025
622	me	AY.44	3.0478	a17	11/22/2025	11	22	2025
623	me	AY.45	3.0478	a17	11/22/2025	11	22	2025
624	me	AY.58	5.5557	a17	11/22/2025	11	22	2025
625	me	AY.59	5.5557	a17	11/22/2025	11	22	2025
626	me	AY.61	5.5557	a17	11/22/2025	11	22	2025
627	me	AY.67	5.5557	a17	11/22/2025	11	22	2025
628	me	AY.71	5.5557	a17	11/22/2025	11	22	2025
629	me	AY.75	5.5557	a17	11/22/2025	11	22	2025
630	me	AY.75.2	5.5557	a17	11/22/2025	11	22	2025
631	me	AY.77	3.0478	a17	11/22/2025	11	22	2025
632	me	AY.80	3.0478	a17	11/22/2025	11	22	2025
633	me	AY.98	3.0478	a17	11/22/2025	11	22	2025
634	me	B.1.617.2	10.3773	a17	11/22/2025	11	22	2025
635	me	AY.111	3.0478	a49	11/29/2025	11	29	2025
636	me	AY.119	3.0478	a49	11/29/2025	11	29	2025
637	me	AY.119.2	3.0478	a49	11/29/2025	11	29	2025
638	me	AY.124	3.0478	a49	11/29/2025	11	29	2025
639	me	AY.127	3.0478	a49	11/29/2025	11	29	2025
640	me	AY.26	5.5557	a49	11/29/2025	11	29	2025
641	me	AY.33	3.0478	a49	11/29/2025	11	29	2025
642	me	AY.38	5.5557	a49	11/29/2025	11	29	2025
643	me	AY.4	3.0478	a49	11/29/2025	11	29	2025
644	me	AY.4.3	3.0478	a49	11/29/2025	11	29	2025
645	me	AY.44	3.0478	a49	11/29/2025	11	29	2025
646	me	AY.45	3.0478	a49	11/29/2025	11	29	2025
647	me	AY.58	5.5557	a49	11/29/2025	11	29	2025
648	me	AY.59	5.5557	a49	11/29/2025	11	29	2025
649	me	AY.61	5.5557	a49	11/29/2025	11	29	2025
650	me	AY.67	5.5557	a49	11/29/2025	11	29	2025
651	me	AY.71	5.5557	a49	11/29/2025	11	29	2025
652	me	AY.75	5.5557	a49	11/29/2025	11	29	2025
653	me	AY.75.2	5.5557	a49	11/29/2025	11	29	2025
654	me	AY.77	3.0478	a49	11/29/2025	11	29	2025
655	me	AY.80	3.0478	a49	11/29/2025	11	29	2025
656	me	AY.98	3.0478	a49	11/29/2025	11	29	2025
657	me	B.1.617.2	10.3773	a49	11/29/2025	11	29	2025
658	me	AY.111	3.0478	a74	12/6/2025	12	6	2025
659	me	AY.119	3.0478	a74	12/6/2025	12	6	2025
660	me	AY.119.2	3.0478	a74	12/6/2025	12	6	2025
661	me	AY.124	3.0478	a74	12/6/2025	12	6	2025
662	me	AY.127	3.0478	a74	12/6/2025	12	6	2025
663	me	AY.26	5.5557	a74	12/6/2025	12	6	2025
664	me	AY.33	3.0478	a74	12/6/2025	12	6	2025
665	me	AY.38	5.5557	a74	12/6/2025	12	6	2025
666	me	AY.4	3.0478	a74	12/6/2025	12	6	2025
667	me	AY.4.3	3.0478	a74	12/6/2025	12	6	2025
668	me	AY.44	3.0478	a74	12/6/2025	12	6	2025
669	me	AY.45	3.0478	a74	12/6/2025	12	6	2025
670	me	AY.58	5.5557	a74	12/6/2025	12	6	2025
671	me	AY.59	5.5557	a74	12/6/2025	12	6	2025
672	me	AY.61	5.5557	a74	12/6/2025	12	6	2025
673	me	AY.67	5.5557	a74	12/6/2025	12	6	2025
674	me	AY.71	5.5557	a74	12/6/2025	12	6	2025
675	me	AY.75	5.5557	a74	12/6/2025	12	6	2025
676	me	AY.75.2	5.5557	a74	12/6/2025	12	6	2025
677	me	AY.77	3.0478	a74	12/6/2025	12	6	2025
678	me	AY.80	3.0478	a74	12/6/2025	12	6	2025
679	me	AY.98	3.0478	a74	12/6/2025	12	6	2025
680	me	B.1.617.2	10.3773	a74	12/6/2025	12	6	2025
681	mo	AY.111	3.0478	a50	11/29/2025	11	29	2025
682	mo	AY.119	3.0478	a50	11/29/2025	11	29	2025
683	mo	AY.119.2	3.0478	a50	11/29/2025	11	29	2025
684	mo	AY.124	3.0478	a50	11/29/2025	11	29	2025
685	mo	AY.127	3.0478	a50	11/29/2025	11	29	2025
686	mo	AY.26	5.5557	a50	11/29/2025	11	29	2025
687	mo	AY.33	3.0478	a50	11/29/2025	11	29	2025
688	mo	AY.38	5.5557	a50	11/29/2025	11	29	2025
689	mo	AY.4	3.0478	a50	11/29/2025	11	29	2025
690	mo	AY.4.3	3.0478	a50	11/29/2025	11	29	2025
691	mo	AY.44	3.0478	a50	11/29/2025	11	29	2025
692	mo	AY.45	3.0478	a50	11/29/2025	11	29	2025
693	mo	AY.58	5.5557	a50	11/29/2025	11	29	2025
694	mo	AY.59	5.5557	a50	11/29/2025	11	29	2025
695	mo	AY.61	5.5557	a50	11/29/2025	11	29	2025
696	mo	AY.67	5.5557	a50	11/29/2025	11	29	2025
697	mo	AY.71	5.5557	a50	11/29/2025	11	29	2025
698	mo	AY.75	5.5557	a50	11/29/2025	11	29	2025
699	mo	AY.75.2	5.5557	a50	11/29/2025	11	29	2025
700	mo	AY.77	3.0478	a50	11/29/2025	11	29	2025
701	mo	AY.80	3.0478	a50	11/29/2025	11	29	2025
702	mo	AY.98	3.0478	a50	11/29/2025	11	29	2025
703	mo	B.1.617.2	10.3773	a50	11/29/2025	11	29	2025
704	nc	AY.111	3.0478	a18	11/22/2025	11	22	2025
705	nc	AY.119	3.0478	a18	11/22/2025	11	22	2025
706	nc	AY.119.2	3.0478	a18	11/22/2025	11	22	2025
707	nc	AY.124	3.0478	a18	11/22/2025	11	22	2025
708	nc	AY.127	3.0478	a18	11/22/2025	11	22	2025
709	nc	AY.26	5.5557	a18	11/22/2025	11	22	2025
710	nc	AY.33	3.0478	a18	11/22/2025	11	22	2025
711	nc	AY.38	5.5557	a18	11/22/2025	11	22	2025
712	nc	AY.4	3.0478	a18	11/22/2025	11	22	2025
713	nc	AY.4.3	3.0478	a18	11/22/2025	11	22	2025
714	nc	AY.44	3.0478	a18	11/22/2025	11	22	2025
715	nc	AY.45	3.0478	a18	11/22/2025	11	22	2025
716	nc	AY.58	5.5557	a18	11/22/2025	11	22	2025
717	nc	AY.59	5.5557	a18	11/22/2025	11	22	2025
718	nc	AY.61	5.5557	a18	11/22/2025	11	22	2025
719	nc	AY.67	5.5557	a18	11/22/2025	11	22	2025
720	nc	AY.71	5.5557	a18	11/22/2025	11	22	2025
721	nc	AY.75	5.5557	a18	11/22/2025	11	22	2025
722	nc	AY.75.2	5.5557	a18	11/22/2025	11	22	2025
723	nc	AY.77	3.0478	a18	11/22/2025	11	22	2025
724	nc	AY.80	3.0478	a18	11/22/2025	11	22	2025
725	nc	AY.98	3.0478	a18	11/22/2025	11	22	2025
726	nc	B.1.617.2	10.3773	a18	11/22/2025	11	22	2025
727	nc	AY.111	3.0478	a51	11/29/2025	11	29	2025
728	nc	AY.119	3.0478	a51	11/29/2025	11	29	2025
729	nc	AY.119.2	3.0478	a51	11/29/2025	11	29	2025
730	nc	AY.124	3.0478	a51	11/29/2025	11	29	2025
731	nc	AY.127	3.0478	a51	11/29/2025	11	29	2025
732	nc	AY.26	5.5557	a51	11/29/2025	11	29	2025
733	nc	AY.33	3.0478	a51	11/29/2025	11	29	2025
734	nc	AY.38	5.5557	a51	11/29/2025	11	29	2025
735	nc	AY.4	3.0478	a51	11/29/2025	11	29	2025
736	nc	AY.4.3	3.0478	a51	11/29/2025	11	29	2025
737	nc	AY.44	3.0478	a51	11/29/2025	11	29	2025
738	nc	AY.45	3.0478	a51	11/29/2025	11	29	2025
739	nc	AY.58	5.5557	a51	11/29/2025	11	29	2025
740	nc	AY.59	5.5557	a51	11/29/2025	11	29	2025
741	nc	AY.61	5.5557	a51	11/29/2025	11	29	2025
742	nc	AY.67	5.5557	a51	11/29/2025	11	29	2025
743	nc	AY.71	5.5557	a51	11/29/2025	11	29	2025
744	nc	AY.75	5.5557	a51	11/29/2025	11	29	2025
745	nc	AY.75.2	5.5557	a51	11/29/2025	11	29	2025
746	nc	AY.77	3.0478	a51	11/29/2025	11	29	2025
747	nc	AY.80	3.0478	a51	11/29/2025	11	29	2025
748	nc	AY.98	3.0478	a51	11/29/2025	11	29	2025
749	nc	B.1.617.2	10.3773	a51	11/29/2025	11	29	2025
750	nc	AY.111	3.0478	a75	12/6/2025	12	6	2025
751	nc	AY.119	3.0478	a75	12/6/2025	12	6	2025
752	nc	AY.119.2	3.0478	a75	12/6/2025	12	6	2025
753	nc	AY.124	3.0478	a75	12/6/2025	12	6	2025
754	nc	AY.127	3.0478	a75	12/6/2025	12	6	2025
755	nc	AY.26	5.5557	a75	12/6/2025	12	6	2025
756	nc	AY.33	3.0478	a75	12/6/2025	12	6	2025
757	nc	AY.38	5.5557	a75	12/6/2025	12	6	2025
758	nc	AY.4	3.0478	a75	12/6/2025	12	6	2025
759	nc	AY.4.3	3.0478	a75	12/6/2025	12	6	2025
760	nc	AY.44	3.0478	a75	12/6/2025	12	6	2025
761	nc	AY.45	3.0478	a75	12/6/2025	12	6	2025
762	nc	AY.58	5.5557	a75	12/6/2025	12	6	2025
763	nc	AY.59	5.5557	a75	12/6/2025	12	6	2025
764	nc	AY.61	5.5557	a75	12/6/2025	12	6	2025
765	nc	AY.67	5.5557	a75	12/6/2025	12	6	2025
766	nc	AY.71	5.5557	a75	12/6/2025	12	6	2025
767	nc	AY.75	5.5557	a75	12/6/2025	12	6	2025
768	nc	AY.75.2	5.5557	a75	12/6/2025	12	6	2025
769	nc	AY.77	3.0478	a75	12/6/2025	12	6	2025
770	nc	AY.80	3.0478	a75	12/6/2025	12	6	2025
771	nc	AY.98	3.0478	a75	12/6/2025	12	6	2025
772	nc	B.1.617.2	10.3773	a75	12/6/2025	12	6	2025
773	nh	AY.111	3.0478	a19	11/22/2025	11	22	2025
774	nh	AY.119	3.0478	a19	11/22/2025	11	22	2025
775	nh	AY.119.2	3.0478	a19	11/22/2025	11	22	2025
776	nh	AY.124	3.0478	a19	11/22/2025	11	22	2025
777	nh	AY.127	3.0478	a19	11/22/2025	11	22	2025
778	nh	AY.26	5.5557	a19	11/22/2025	11	22	2025
779	nh	AY.33	3.0478	a19	11/22/2025	11	22	2025
780	nh	AY.38	5.5557	a19	11/22/2025	11	22	2025
781	nh	AY.4	3.0478	a19	11/22/2025	11	22	2025
782	nh	AY.4.3	3.0478	a19	11/22/2025	11	22	2025
783	nh	AY.44	3.0478	a19	11/22/2025	11	22	2025
784	nh	AY.45	3.0478	a19	11/22/2025	11	22	2025
785	nh	AY.58	5.5557	a19	11/22/2025	11	22	2025
786	nh	AY.59	5.5557	a19	11/22/2025	11	22	2025
787	nh	AY.61	5.5557	a19	11/22/2025	11	22	2025
788	nh	AY.67	5.5557	a19	11/22/2025	11	22	2025
789	nh	AY.71	5.5557	a19	11/22/2025	11	22	2025
790	nh	AY.75	5.5557	a19	11/22/2025	11	22	2025
791	nh	AY.75.2	5.5557	a19	11/22/2025	11	22	2025
792	nh	AY.77	3.0478	a19	11/22/2025	11	22	2025
793	nh	AY.80	3.0478	a19	11/22/2025	11	22	2025
794	nh	AY.98	3.0478	a19	11/22/2025	11	22	2025
795	nh	B.1.617.2	10.3773	a19	11/22/2025	11	22	2025
796	nh	AY.111	3.0478	a52	11/29/2025	11	29	2025
797	nh	AY.119	3.0478	a52	11/29/2025	11	29	2025
798	nh	AY.119.2	3.0478	a52	11/29/2025	11	29	2025
799	nh	AY.124	3.0478	a52	11/29/2025	11	29	2025
800	nh	AY.127	3.0478	a52	11/29/2025	11	29	2025
801	nh	AY.26	5.5557	a52	11/29/2025	11	29	2025
802	nh	AY.33	3.0478	a52	11/29/2025	11	29	2025
803	nh	AY.38	5.5557	a52	11/29/2025	11	29	2025
804	nh	AY.4	3.0478	a52	11/29/2025	11	29	2025
805	nh	AY.4.3	3.0478	a52	11/29/2025	11	29	2025
806	nh	AY.44	3.0478	a52	11/29/2025	11	29	2025
807	nh	AY.45	3.0478	a52	11/29/2025	11	29	2025
808	nh	AY.58	5.5557	a52	11/29/2025	11	29	2025
809	nh	AY.59	5.5557	a52	11/29/2025	11	29	2025
810	nh	AY.61	5.5557	a52	11/29/2025	11	29	2025
811	nh	AY.67	5.5557	a52	11/29/2025	11	29	2025
812	nh	AY.71	5.5557	a52	11/29/2025	11	29	2025
813	nh	AY.75	5.5557	a52	11/29/2025	11	29	2025
814	nh	AY.75.2	5.5557	a52	11/29/2025	11	29	2025
815	nh	AY.77	3.0478	a52	11/29/2025	11	29	2025
816	nh	AY.80	3.0478	a52	11/29/2025	11	29	2025
817	nh	AY.98	3.0478	a52	11/29/2025	11	29	2025
818	nh	B.1.617.2	10.3773	a52	11/29/2025	11	29	2025
819	nh	AY.111	3.0478	a76	12/6/2025	12	6	2025
820	nh	AY.119	3.0478	a76	12/6/2025	12	6	2025
821	nh	AY.119.2	3.0478	a76	12/6/2025	12	6	2025
822	nh	AY.124	3.0478	a76	12/6/2025	12	6	2025
823	nh	AY.127	3.0478	a76	12/6/2025	12	6	2025
824	nh	AY.26	5.5557	a76	12/6/2025	12	6	2025
825	nh	AY.33	3.0478	a76	12/6/2025	12	6	2025
826	nh	AY.38	5.5557	a76	12/6/2025	12	6	2025
827	nh	AY.4	3.0478	a76	12/6/2025	12	6	2025
828	nh	AY.4.3	3.0478	a76	12/6/2025	12	6	2025
829	nh	AY.44	3.0478	a76	12/6/2025	12	6	2025
830	nh	AY.45	3.0478	a76	12/6/2025	12	6	2025
831	nh	AY.58	5.5557	a76	12/6/2025	12	6	2025
832	nh	AY.59	5.5557	a76	12/6/2025	12	6	2025
833	nh	AY.61	5.5557	a76	12/6/2025	12	6	2025
834	nh	AY.67	5.5557	a76	12/6/2025	12	6	2025
835	nh	AY.71	5.5557	a76	12/6/2025	12	6	2025
836	nh	AY.75	5.5557	a76	12/6/2025	12	6	2025
837	nh	AY.75.2	5.5557	a76	12/6/2025	12	6	2025
838	nh	AY.77	3.0478	a76	12/6/2025	12	6	2025
839	nh	AY.80	3.0478	a76	12/6/2025	12	6	2025
840	nh	AY.98	3.0478	a76	12/6/2025	12	6	2025
841	nh	B.1.617.2	10.3773	a76	12/6/2025	12	6	2025
842	nj	AY.111	3.0478	a20	11/22/2025	11	22	2025
843	nj	AY.119	3.0478	a20	11/22/2025	11	22	2025
844	nj	AY.119.2	3.0478	a20	11/22/2025	11	22	2025
845	nj	AY.124	3.0478	a20	11/22/2025	11	22	2025
846	nj	AY.127	3.0478	a20	11/22/2025	11	22	2025
847	nj	AY.26	5.5557	a20	11/22/2025	11	22	2025
848	nj	AY.33	3.0478	a20	11/22/2025	11	22	2025
849	nj	AY.38	5.5557	a20	11/22/2025	11	22	2025
850	nj	AY.4	3.0478	a20	11/22/2025	11	22	2025
851	nj	AY.4.3	3.0478	a20	11/22/2025	11	22	2025
852	nj	AY.44	3.0478	a20	11/22/2025	11	22	2025
853	nj	AY.45	3.0478	a20	11/22/2025	11	22	2025
854	nj	AY.58	5.5557	a20	11/22/2025	11	22	2025
855	nj	AY.59	5.5557	a20	11/22/2025	11	22	2025
856	nj	AY.61	5.5557	a20	11/22/2025	11	22	2025
857	nj	AY.67	5.5557	a20	11/22/2025	11	22	2025
858	nj	AY.71	5.5557	a20	11/22/2025	11	22	2025
859	nj	AY.75	5.5557	a20	11/22/2025	11	22	2025
860	nj	AY.75.2	5.5557	a20	11/22/2025	11	22	2025
861	nj	AY.77	3.0478	a20	11/22/2025	11	22	2025
862	nj	AY.80	3.0478	a20	11/22/2025	11	22	2025
863	nj	AY.98	3.0478	a20	11/22/2025	11	22	2025
864	nj	B.1.617.2	10.3773	a20	11/22/2025	11	22	2025
865	nj	AY.111	3.0478	a53	11/29/2025	11	29	2025
866	nj	AY.119	3.0478	a53	11/29/2025	11	29	2025
867	nj	AY.119.2	3.0478	a53	11/29/2025	11	29	2025
